OTU,domain,dconf,phylum,pconf,class,cconf,order,oconf,family,fconf,genus,gconf
Otu766,Bacteria,1.0000,Firmicutes,1.0000,Negativicutes,1.0000,Veillonellales,1.0000,Veillonellaceae,1.0000,Veillonella,1.0000
Otu767,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Blautia,0.8100
Otu768,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Merdimonas,0.4300
Otu769,Bacteria,1.0000,Bacteroidetes,1.0000,Bacteroidia,1.0000,Bacteroidales,1.0000,Porphyromonadaceae,1.0000,Parabacteroides,1.0000
Otu770,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Harryflintia,0.5000
Otu771,Bacteria,1.0000,Firmicutes,1.0000,Bacilli,1.0000,Lactobacillales,1.0000,Aerococcaceae,1.0000,Abiotrophia,1.0000
Otu772,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,0.9900,Clostridiales,0.9900,Ruminococcaceae,0.9700,Sporobacter,0.4600
Otu773,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Anaerotignum,1.0000
Otu774,Bacteria,1.0000,Bacteroidetes,1.0000,Bacteroidia,1.0000,Bacteroidales,1.0000,Rikenellaceae,1.0000,Alistipes,1.0000
Otu775,Bacteria,1.0000,Proteobacteria,1.0000,Betaproteobacteria,1.0000,Burkholderiales,1.0000,Sutterellaceae,1.0000,Parasutterella,1.0000
Otu776,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,0.9900,Blautia,0.3400
Otu777,Bacteria,1.0000,Firmicutes,0.9900,Clostridia,0.9900,Clostridiales,0.9900,Ruminococcaceae,0.7200,Ruminococcus,0.3200
Otu778,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Blautia,0.2300
Otu779,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,0.3000,Anaerotignum,0.2600
Otu780,Bacteria,1.0000,Firmicutes,1.0000,Bacilli,1.0000,Lactobacillales,1.0000,Lactobacillaceae,1.0000,Limosilactobacillus,0.9600
Otu781,Bacteria,1.0000,Actinobacteria,1.0000,Coriobacteriia,1.0000,Eggerthellales,0.9700,Eggerthellaceae,0.9700,Adlercreutzia,0.7400
Otu782,Bacteria,1.0000,Bacteroidetes,1.0000,Bacteroidia,1.0000,Bacteroidales,1.0000,Bacteroidaceae,1.0000,Bacteroides,1.0000
Otu783,Bacteria,1.0000,Bacteroidetes,1.0000,Bacteroidia,1.0000,Bacteroidales,1.0000,Odoribacteraceae,1.0000,Butyricimonas,1.0000
Otu784,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,0.9900,Oscillibacter,0.7600
Otu785,Bacteria,1.0000,Firmicutes,1.0000,Negativicutes,1.0000,Selenomonadales,1.0000,Selenomonadaceae,1.0000,Mitsuokella,1.0000
